Model Checkpoint,Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Avg of Max Deviations
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,3,12,0.21496,33.773805143479535,59.325748339330694
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,1,6,0.13804,38.61686807177418,61.45469544834701
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,1,9,0.1297,38.783652309837734,61.96480337937968
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,1,12,0.11678,34.77720849739086,58.618420724650704
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,2,6,0.15748,40.00454820200297,63.00810035826308
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,2,9,0.17882,37.62833602633154,62.463336965722654
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,2,12,0.19482,35.94533685896036,60.06581354167565
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,3,6,0.2082,41.14747240863637,64.40352832885458
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,3,9,0.23366,36.70247729181027,61.76902091704872
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,6,3,12,0.23502,38.888688248769725,63.19549563446585
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,1,6,0.10792,40.86158986105102,63.13476154014178
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,1,9,0.14748,41.022963601325706,62.55421275034953
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,1,12,0.14248,42.94449810565141,65.03352631130034
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,2,6,0.17948,44.784215678107664,66.30956347622617
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,2,9,0.18176,40.76368202196385,63.001140149991386
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,2,12,0.18114,43.50027387791406,66.31650726917714
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,3,6,0.26202,43.90896057952293,65.46166444667718
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,3,9,0.25226,42.93592047460678,66.35505401086378
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,9,3,12,0.2525,42.545267927217544,65.00290280378125
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,1,6,0.21892,37.609241485130134,60.51520934784314
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,1,9,0.23022,37.58443403033601,62.795423406658294
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,1,12,0.21742,37.21198828178164,62.0763034550673
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,2,6,0.23362,36.56661976309904,59.065767815626295
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,2,9,0.26724,35.21358410798504,60.83050690692391
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,2,12,0.28714,35.443338186171765,58.364118346022494
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,3,6,0.32244,37.641821834186004,61.2752789981287
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,3,9,0.333,36.489428561770275,57.69793726780157
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,3,3,12,0.37438,35.53984823141427,59.13262139293308
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,1,6,0.24364,43.03996046897861,62.97765639393509
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,1,9,0.24482,39.04168497411019,61.4023885364044
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,1,12,0.2289,43.98965605714057,68.02482195413542
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,2,6,0.25084,40.20440808629889,62.02629502034671
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,2,9,0.27058,43.52234984057877,64.23962804899425
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,2,12,0.31724,39.10896144285165,61.87303169240633
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,3,6,0.32326,44.55774986803982,65.42329195410504
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,3,9,0.34884,45.02307698916998,63.91542290031717
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,6,3,12,0.35848,42.09134116683836,64.80186907974351
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,1,6,0.27432,39.725877766913015,60.23006966363703
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,1,9,0.3012,44.75092168592565,64.79136561797064
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,1,12,0.33972,45.6916586037124,65.85451716669921
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,2,6,0.34194,46.315129636925484,65.87600963253072
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,2,9,0.29308,45.43398038684722,65.22921092129567
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,2,12,0.33054,41.91862842135865,63.370118649109834
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,3,6,0.4079,47.71327233265479,68.52783899183248
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,3,9,0.40402,47.37415997637838,67.63756122650295
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,20,9,3,12,0.41024,47.14917899027043,66.9915284848564
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,1,6,0.40204,41.69498853544484,63.20605875434273
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,1,9,0.37516,37.84490326759799,60.93007095190114
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,1,12,0.40364,41.07867787229764,63.51877343701221
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,2,6,0.36766,40.05385178903018,61.13386389728314
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,2,9,0.42344,44.13102195621755,67.04134114014913
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,2,12,0.36466,43.12443175627277,65.06895653079377
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,3,6,0.40244,44.284609851297866,65.88126144859169
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,3,9,0.4785,44.28304552163357,65.34609842567338
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,3,3,12,0.44936,43.81674417669844,64.75773659410503
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,1,6,0.43018,42.51976287232336,62.767678360544515
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,1,9,0.41978,41.644408391559644,62.47635732659615
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,1,12,0.433,43.332533545006434,61.737225255284095
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,2,6,0.37822,44.77952223952816,64.74024184540175
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,2,9,0.4348,47.60081428237053,66.0657196252862
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,2,12,0.4734,43.74827939016915,65.24833749089713
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,3,6,0.40956,46.8360589861807,64.78651542823046
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,3,9,0.45882,46.14491610359914,66.19165813112112
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,6,3,12,0.51506,44.042367047650494,65.53787379262955
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,1,6,0.47714,43.19477315341058,61.62512502514389
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,1,9,0.42594,45.98915953738803,64.07774373253638
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,1,12,0.51944,41.589766047893136,59.73609579601903
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,2,6,0.44188,45.6553546590948,65.30735688678863
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,2,9,0.53256,43.34087427329466,60.625777055980194
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,2,12,0.4586,48.65029152987681,66.41558519096749
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,3,6,0.57276,46.002678735905945,65.5518321018658
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,3,9,0.63988,46.1658946840428,63.663703617349675
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,40,9,3,12,0.62124,43.929284941359356,62.783062279695294
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,1,6,0.0834,38.470586140795355,59.823601559138226
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,1,9,0.08998,40.09179722302438,62.84126406037248
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,1,12,0.09992,39.45683995103492,62.15661296365114
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,2,6,0.15774,40.0840574995567,64.07809458046239
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,2,9,0.14274,38.019580255777164,60.47921968833306
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,2,12,0.1237,39.286691757994056,61.882898478961714
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,3,6,0.14894,34.55913536498881,56.76969053286312
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,3,9,0.16212,36.132877734258756,61.63477630232172
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,3,3,12,0.14918,36.92586208627198,60.514723188675255
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,1,6,0.06784,39.74072458623361,61.59053893284664
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,1,9,0.05862,42.62046556869691,62.39241198535192
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,1,12,0.06978,42.022758896462726,62.00080202719644
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,2,6,0.11032,36.28024461484583,57.77357484844778
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,2,9,0.11334,39.98044784585337,61.40107719240535
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,2,12,0.11592,38.25039496422472,59.460785216328816
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,3,6,0.18398,36.1856521066842,58.65551003155331
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,3,9,0.16306,39.38600955407208,63.10677432469645
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,6,3,12,0.17838,40.635905237345156,61.83230243028466
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,1,6,0.07604,41.14878615641087,62.547718821431864
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,1,9,0.07786,43.656380633598594,63.14236983757681
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,1,12,0.07302,41.59146389140518,63.351276942137304
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,2,6,0.11072,42.4949626848559,63.41700890531681
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,2,9,0.14328,41.13212898577974,62.604342914044075
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,2,12,0.11134,38.22061056743865,59.73902539171701
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,3,6,0.16956,43.66672566175114,64.45932040212016
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,3,9,0.19038,45.298427855393,66.91275673694666
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,5,9,3,12,0.19894,43.97671737712667,65.6352480495571
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,1,6,0.1458,42.86122662147508,63.14489795299367
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,1,9,0.17068,40.36870906423719,60.92919426812604
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,1,12,0.15308,38.48163458270462,61.67173617457433
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,2,6,0.21286,38.49675283816198,61.40352309084185
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,2,9,0.20128,39.79903530947754,62.61102918781282
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,2,12,0.22032,38.32478995555508,60.76140656517012
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,3,6,0.27252,36.327416170106424,59.02688375674018
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,3,9,0.28006,39.90912022609911,62.91959184325662
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,3,3,12,0.26188,41.21434994720319,64.52107685961539
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,1,6,0.15134,43.409156966205984,61.677771567827605
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,1,9,0.1674,40.92678299185813,61.69845069125667
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,1,12,0.13058,45.170079388654855,64.07641325549876
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,2,6,0.21422,42.21351475552953,63.13845418063178
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,2,9,0.25694,42.9565106214583,64.21555377220872
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,2,12,0.2355,44.16383379695136,63.647875410179985
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,3,6,0.2823,41.798400094127054,60.256972174562385
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,3,9,0.26596,42.81739112095871,63.84656750919894
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,6,3,12,0.30706,41.745162576980086,65.32529939684278
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,1,6,0.14838,44.606988739535666,63.01389857586716
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,1,9,0.17406,43.927125659004396,62.27142135045084
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,1,12,0.15972,43.752189835875015,62.069391516084735
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,2,6,0.22358,43.800396120679686,62.57803264365219
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,2,9,0.22388,42.45155824150302,63.01341025822644
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,2,12,0.25944,43.00017263080642,62.04848366605465
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,3,6,0.3173,41.9126745751821,62.04458334197377
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,3,9,0.3098,45.54166700059441,66.46735372054157
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,10,9,3,12,0.30328,45.76575356888478,66.9385584204691
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,1,6,0.2842,43.270184247681755,62.98157037938634
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,1,9,0.2712,39.78311588566346,61.01008427482647
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,1,12,0.30912,41.19908922510337,61.27994169052412
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,2,6,0.3312,38.679363983230004,59.62077060966858
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,2,9,0.37516,42.282118974871885,63.79926305239827
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,2,12,0.33104,42.198182856301194,63.29502058136314
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,3,6,0.39056,40.654700768228025,61.25531185967091
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,3,9,0.41074,39.6800810580395,60.6758810838453
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,3,3,12,0.39286,38.54165796647944,61.21045525752348
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,1,6,0.24764,47.13432709670552,64.54826376856028
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,1,9,0.30484,42.8822747417326,62.07246792728149
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,1,12,0.30578,42.07531684011149,63.44567077390748
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,2,6,0.33574,44.4989463525638,63.657300611904724
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,2,9,0.3335,42.60597367486916,62.11788255531734
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,2,12,0.34994,45.69313548406322,64.32949188404692
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,3,6,0.4051,44.00145913118175,63.693587904017875
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,3,9,0.39406,42.91782729788006,62.43592959621496
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,6,3,12,0.398,46.77482835556487,66.27277817555586
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,1,6,0.33112,50.02491462123888,68.35921193940098
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,1,9,0.3309,46.724442890562024,64.7331117097212
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,1,12,0.35558,47.79152672732589,65.20959568430163
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,2,6,0.36786,47.10911955796355,65.64520088784309
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,2,9,0.34972,47.54990917335536,66.89043461075823
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,2,12,0.43026,45.98801643012737,63.80833994107144
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,3,6,0.47186,48.13648412900923,65.88402842823201
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,3,9,0.4665,43.173500954129935,62.645987022210065
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,20,9,3,12,0.45882,43.72661510079169,63.2292677838421
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,1,6,0.42786,43.46418377722573,61.82062861734318
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,1,9,0.3876,41.057955182956555,59.681896251380934
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,1,12,0.43246,45.27116216274513,63.65248308455218
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,2,6,0.42798,44.42770318018717,63.63886997751993
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,2,9,0.45224,44.609720244155596,64.09288453260159
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,2,12,0.51556,42.740851653916124,63.3300339697567
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,3,6,0.51094,45.25561250858192,63.8587057913795
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,3,9,0.57294,45.83822607288366,64.37950224902814
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,3,3,12,0.5809,42.15655868867432,61.43399730158421
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,1,6,0.4245,48.060330231230964,65.40456082247918
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,1,9,0.4445,46.74756100331979,63.4732098464397
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,1,12,0.44526,48.033419521754816,66.24213040614522
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,2,6,0.50454,45.65045211438766,64.08304535478237
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,2,9,0.47194,46.771467933784564,64.77134096709663
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,2,12,0.53072,43.48951134935306,60.65956599038805
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,3,6,0.53438,47.091890758527995,64.65287730884302
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,3,9,0.5794,46.853147052321944,65.18504993799532
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,6,3,12,0.56788,45.91168897359454,63.90455825217392
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,1,6,0.50772,48.64762285974311,64.69222061170485
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,1,9,0.482,44.09258255273994,63.043126427634704
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,1,12,0.47936,44.92170861095806,62.45313012999219
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,2,6,0.53346,44.44923238180958,63.28660887701008
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,2,9,0.57678,44.61633461285592,62.59116035173267
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,2,12,0.52022,49.262005640715145,67.41599696207913
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,3,6,0.6228,44.01062674351621,63.531626411546476
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,3,9,0.66814,44.61152368568364,64.27383439232902
ppo_intruder_24_50_PBRS_Training_2_5000000_steps.zip,40,9,3,12,0.69476,41.890951164427086,60.04842442378644
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,1,6,0.04422,32.40090976502345,60.388517766025025
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,1,9,0.02788,37.00576231900185,66.8496607328379
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,1,12,0.03398,32.078266060616826,60.21530757942343
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,2,6,0.0474,35.153091286147756,64.18129184278243
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,2,9,0.05998,31.265423818470367,58.896694495524045
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,2,12,0.05014,31.691921686447976,63.90924206478572
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,3,6,0.0903,33.3137283470571,63.40582707538232
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,3,9,0.08136,34.27395960898363,64.72488336000492
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,3,3,12,0.0827,33.08281280227706,64.4571053140715
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,1,6,0.03426,33.87579000208309,63.69767772710744
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,1,9,0.02104,33.31615169358279,59.83154645461084
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,1,12,0.0291,30.985229618463496,59.50262884718969
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,2,6,0.0429,37.42663911283074,65.0923300526068
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,2,9,0.0426,35.766094390634606,63.59749664076408
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,2,12,0.0512,33.24690990466836,61.53088635657502
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,3,6,0.07246,33.5804481111401,62.92852170144563
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,3,9,0.07498,33.75924712212928,62.16348366053054
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,6,3,12,0.07362,32.75561205749233,60.919590431871065
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,1,6,0.03892,33.97786050709896,62.39000539924112
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,1,9,0.03408,36.57979776475852,62.822178593427246
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,1,12,0.02614,34.582703141203936,60.007579164103
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,2,6,0.04452,36.318426928151396,63.202590626482134
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,2,9,0.05542,36.38822799969855,64.44379895303389
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,2,12,0.04538,38.27502701999607,65.88111273345142
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,3,6,0.06658,36.102523923360394,63.0622906889895
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,3,9,0.08336,37.169176985779494,64.99850526229997
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,5,9,3,12,0.06598,35.91097241873478,64.07264308019818
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,1,6,0.06956,34.4016722043835,62.33794230726412
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,1,9,0.05804,34.33806669214883,59.53835573390905
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,1,12,0.06206,33.277570316124844,62.05815892587173
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,2,6,0.1066,33.37548751070562,61.06220039873323
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,2,9,0.12924,31.590768786381474,58.734501452073324
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,2,12,0.10296,34.43593834113877,62.991278437557185
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,3,6,0.14932,33.530567179537485,62.175104796911945
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,3,9,0.1679,34.37003175235752,64.30763699866273
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,3,3,12,0.16248,32.51875345560009,62.14528201150296
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,1,6,0.07198,34.704157504964776,59.85991870714251
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,1,9,0.05642,38.30240586700232,64.28742087426684
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,1,12,0.05802,33.44288541544523,60.037696923052245
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,2,6,0.09828,35.70084566198696,62.134530950649356
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,2,9,0.10054,37.30415664031688,65.36254581165372
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,2,12,0.09884,34.6315177960983,62.38487483926806
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,3,6,0.14816,38.87645274956559,66.7932942131022
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,3,9,0.12044,35.85516709875907,62.81734420683999
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,6,3,12,0.13232,34.69511434218796,64.13879193365969
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,9,1,6,0.09026,36.10655416039574,64.61993149551327
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,9,1,9,0.07794,39.704071203075536,64.39445681536223
ppo_intruder_24_50_PBRS_Training_2_500000_steps.zip,10,9,1,12,0.08276,36.982970066845056,64.07212435005096
