Model Checkpoint,Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Avg of Max Deviations
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,1,12,0.04566,42.94261157293437,63.88691203972263
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,2,6,0.07046,42.97176728451716,62.98917129056359
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,2,9,0.07564,46.15246620728185,67.19961774428467
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,2,12,0.07682,42.00853176489657,62.370242984894304
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,3,6,0.10394,46.27679547022016,65.27311695027433
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,3,9,0.09618,45.37626663953487,64.68798591817382
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,6,3,12,0.09424,47.05221273644428,69.40042431332284
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,1,6,0.0404,49.72192294672596,67.78413116570125
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,1,9,0.04558,45.15575285640187,66.20251054235756
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,1,12,0.03716,42.83751791403331,62.71271338903901
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,2,6,0.07558,47.06585521823145,64.71366074754039
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,2,9,0.06076,44.70281285440933,64.97609520212532
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,2,12,0.06822,47.80772776625967,67.56569836146384
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,3,6,0.11,49.416807755806786,68.15473891755454
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,3,9,0.13672,46.52601960219044,65.79844336918696
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,5,9,3,12,0.08746,48.5768181882754,67.89775683965131
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,1,6,0.11532,45.63927637099583,66.79548047050316
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,1,9,0.0997,45.671033499646654,65.52164409917235
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,1,12,0.0995,43.79818292053457,63.2087280086806
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,2,6,0.14858,44.703047745185266,65.08441223637762
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,2,9,0.12666,43.160468133395334,65.71873322873685
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,2,12,0.14592,41.93189007014482,65.1969830051767
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,3,6,0.18434,45.0153957601733,65.78408066093942
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,3,9,0.20454,47.57714562906543,66.68448463513239
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,3,3,12,0.187,45.034900390649675,65.46798304558526
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,1,6,0.10614,47.179876929324315,65.00799052249914
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,1,9,0.09532,45.498523593060575,64.69754508452061
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,1,12,0.07882,45.537782938079026,64.5899819455594
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,2,6,0.15106,43.31115011587846,64.73147803503775
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,2,9,0.12216,51.08995324121919,70.8098610201155
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,2,12,0.13728,50.53507447942568,68.36750966779351
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,3,6,0.17968,49.477211607096,68.63983578019332
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,3,9,0.19594,47.956701309554,67.3854165283346
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,6,3,12,0.16186,49.24376830146698,68.55993760264352
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,1,6,0.09628,49.28181853255033,64.83904339634536
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,1,9,0.1136,47.990663950916435,68.12469987403222
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,1,12,0.10514,49.641184340912595,67.53316992468017
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,2,6,0.15952,51.79915313145517,68.6333057222257
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,2,9,0.15718,53.46796811617,71.12892005612545
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,2,12,0.15406,46.64045371234242,66.15463825932632
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,3,6,0.18822,50.5385131108164,71.04024142989941
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,3,9,0.20708,52.89501494680458,70.36475494159487
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,10,9,3,12,0.21526,54.42517584722211,71.18024502443136
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,1,6,0.21554,46.526386290425464,65.78624632483742
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,1,9,0.19992,40.78376247257796,62.43567491287634
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,1,12,0.20894,45.33042060358265,64.41760800616436
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,2,6,0.22546,47.1205881422212,65.28241558517507
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,2,9,0.21506,47.74150643598186,67.03465700392967
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,2,12,0.23702,47.91318948316816,66.5240759710012
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,3,6,0.24556,47.36782184135131,66.67330387689546
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,3,9,0.2832,48.44623372709008,68.22074803323602
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,3,3,12,0.308,49.917174965619445,67.9317446216693
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,1,6,0.17622,51.89345676192476,68.1322325459297
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,1,9,0.206,50.57718660493225,67.59736934039535
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,1,12,0.24782,51.03640731654872,67.64721567390758
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,2,6,0.24066,50.630657894643356,69.61647959640207
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,2,9,0.22194,57.20556113345046,72.84595023291016
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,2,12,0.2273,49.5861396714091,67.98880553341849
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,3,6,0.24386,51.43433464326959,67.9256688535111
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,3,9,0.26542,54.81220608456712,71.78053248108307
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,6,3,12,0.29542,51.04177784914635,69.18158494514127
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,1,6,0.22658,54.21081017789759,70.17804583733285
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,1,9,0.27656,52.476805814421105,69.0134948452763
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,1,12,0.2351,56.31137794290635,70.39422045777393
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,2,6,0.30684,54.36060625231478,70.44228473394038
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,2,9,0.2578,50.85211752391003,67.20064024594998
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,2,12,0.26838,50.79471898312585,68.55832013971961
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,3,6,0.33332,53.77370893199542,69.89430756195442
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,3,9,0.337,55.88556505412498,71.09012635728415
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,20,9,3,12,0.36542,57.556985063022566,73.1273890419223
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,1,6,0.2993,48.83105571076239,67.26500411513813
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,1,9,0.34524,49.58982911473394,67.48425939227532
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,1,12,0.31282,51.768393857978026,67.76659733988866
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,2,6,0.33878,53.052786148066396,70.25490609505778
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,2,9,0.34986,51.15649838569051,67.81781412744128
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,2,12,0.32576,53.369751849533344,69.2888365628219
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,3,6,0.347,51.01673391974307,67.94833256447306
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,3,9,0.3633,51.699872597106086,70.50413689834177
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,3,3,12,0.35414,51.08942371762064,67.69997836610494
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,1,6,0.32258,50.5306268871956,65.26027625649988
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,1,9,0.37898,52.77669507392824,67.8033528163068
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,1,12,0.4093,49.953901238588294,64.48400500235961
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,2,6,0.37398,51.92457977840974,67.8836158105032
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,2,9,0.39486,56.920067752216646,70.12078968525138
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,2,12,0.3802,51.229386141161065,67.29946851164847
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,3,6,0.42328,61.0824846540253,75.23132504575274
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,3,9,0.4268,56.29469304777364,70.2791315667733
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,6,3,12,0.4122,55.58403219494952,71.0271987542708
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,1,6,0.41602,54.38897051889697,67.60006555075577
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,1,9,0.42776,55.28755226785289,68.07459830318595
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,1,12,0.37206,56.625112870789096,71.82385000266316
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,2,6,0.4337,54.17048257870845,68.59572267270624
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,2,9,0.43462,59.25064377575983,73.1576738869847
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,2,12,0.43934,54.803026356856826,68.47069796014112
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,3,6,0.48162,58.321834791871886,73.28090443631686
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,3,9,0.55356,57.661647121846556,72.12216053392083
ppo_intruder_24_50_PBRS_Training_2_3500000_steps.zip,40,9,3,12,0.57198,61.100673353655196,75.34307218177617
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,1,6,0.06088,42.406973671169055,61.689658726276484
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,1,9,0.06306,43.83098983654236,64.49186356210876
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,1,12,0.05158,43.4981964307747,66.1310999833998
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,2,6,0.0705,43.63649830011536,64.46298323898417
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,2,9,0.07796,44.68014845938244,65.81691553353902
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,2,12,0.07572,44.970220284745125,65.45481159155192
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,3,6,0.09404,46.12613774223648,66.41256430252993
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,3,9,0.12164,44.29001592056554,65.08196225420343
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,3,3,12,0.12004,42.86413120723693,64.33593493507664
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,1,6,0.06988,43.70801870218504,63.10901952336153
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,1,9,0.05934,43.178462578594115,62.62002352160532
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,1,12,0.0632,44.61259243429641,65.52689193716142
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,2,6,0.07908,42.08659967017623,61.418260707374266
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,2,9,0.10086,45.38821289784167,64.4950144644451
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,2,12,0.07024,48.74699938316505,67.0367991414324
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,3,6,0.10894,45.22891922743173,66.9161864146796
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,3,9,0.11112,47.020794817720464,69.03866227159283
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,6,3,12,0.08888,46.324406450892745,67.28115045782438
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,1,6,0.07614,44.89331330019368,63.826266923181045
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,1,9,0.06276,47.28364894784023,67.90727370458471
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,1,12,0.0771,46.72764475741089,64.97269713789704
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,2,6,0.08102,46.629577981836206,65.27432123314749
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,2,9,0.10246,47.12022537163175,66.23298589970913
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,2,12,0.08838,46.2532650508476,66.62883466172494
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,3,6,0.15718,46.99872099094071,66.75349825299301
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,3,9,0.12618,48.131205279094466,66.8710362613188
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,5,9,3,12,0.13568,49.25107469052509,69.41515659503361
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,1,6,0.12914,47.48700248157024,68.73180012169644
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,1,9,0.09322,41.52066585060775,62.77157290683612
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,1,12,0.11048,48.07245068804201,67.49420794074541
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,2,6,0.13682,46.07180187806696,66.80196781554272
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,2,9,0.13068,43.410331595479036,63.81453991184607
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,2,12,0.15038,47.75232815824106,67.36267635935452
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,3,6,0.1665,46.015254080501585,64.46829312293187
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,3,9,0.19856,43.41553898121569,64.8838914480246
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,3,3,12,0.15842,46.891945456792236,66.2767404135362
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,1,6,0.13566,47.028107428193664,67.30634198943083
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,1,9,0.11452,46.53479528654594,65.32268963285219
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,1,12,0.13684,47.11973488573648,69.1859860002115
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,2,6,0.17182,50.03867691989955,67.87632490342084
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,2,9,0.14746,46.22265360539872,65.41743411789179
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,2,12,0.1528,48.3694592867462,66.18680391992497
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,3,6,0.18544,49.23968009589583,67.55740498115156
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,3,9,0.2038,53.82666777593565,71.24928520586528
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,6,3,12,0.18648,49.0414639561701,68.30120567448286
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,1,6,0.14264,48.28217720079111,65.11216748381153
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,1,9,0.14884,51.44745820434125,69.02575992496045
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,1,12,0.1301,43.44993623342761,63.127439337828584
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,2,6,0.1493,48.74298195227903,66.3589185592309
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,2,9,0.16092,48.57853587299791,67.67731212077399
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,2,12,0.181,47.04965446437828,66.31770613032961
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,3,6,0.21474,48.558456429493816,65.85792357588645
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,3,9,0.2035,52.412838716293074,69.32761147254074
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,10,9,3,12,0.23088,51.39231486242947,68.56909402414324
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,1,6,0.23204,44.59505894723836,64.86790493480045
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,1,9,0.19834,44.700008338073815,63.39027436907672
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,1,12,0.20466,48.54904737920525,68.43294340862936
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,2,6,0.22806,45.50884650143049,65.30883480714436
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,2,9,0.2259,47.32217216868759,66.21070672804908
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,2,12,0.23778,46.78918059018254,64.93826911916807
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,3,6,0.28108,50.27128940555323,68.51653423547144
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,3,9,0.2965,52.44184592820104,70.66595389398222
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,3,3,12,0.28176,52.394886552278834,70.47591021763908
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,1,6,0.27226,46.21244129469842,64.51594045719304
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,1,9,0.24566,46.854592432604704,67.186223525504
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,1,12,0.2592,49.844047904175966,68.33325086563805
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,2,6,0.2186,51.6906863396843,68.57161628024686
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,2,9,0.2492,50.00590309646895,68.70757611749389
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,2,12,0.27594,48.94988006388234,66.00927500397829
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,3,6,0.2845,53.586607988831474,70.18131918038831
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,3,9,0.3145,51.856901383369284,69.60436697763835
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,6,3,12,0.35196,50.14080557744607,68.56093651185569
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,1,6,0.29566,45.80560067555386,64.35229287172177
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,1,9,0.2582,48.65173445578954,65.6495778196832
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,1,12,0.2349,51.08046284318844,67.8976056952355
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,2,6,0.27706,53.06320335820701,67.88396779739615
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,2,9,0.3204,51.48489025381281,68.96478228115252
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,2,12,0.3146,50.50195079196722,67.52413096941959
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,3,6,0.33618,55.320367704538604,71.31731847089794
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,3,9,0.34738,54.294581999874275,69.36238389226313
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,20,9,3,12,0.36908,52.39320646241526,67.72286778834189
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,1,6,0.32858,49.01397476323711,68.28382157476746
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,1,9,0.36844,47.51997452307333,65.52000632488789
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,1,12,0.32782,45.760276051630655,64.17865775304885
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,2,6,0.31198,46.10515847462647,65.54024006215863
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,2,9,0.3875,48.3845391996583,66.80285304924988
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,2,12,0.3685,51.191404314693735,68.83113674182727
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,3,6,0.36738,54.62387688563892,69.57609344473516
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,3,9,0.39398,52.8100581110685,69.69842738442921
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,3,3,12,0.4312,50.604806022784224,66.9469625961637
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,1,6,0.38606,48.301544473654474,67.05577421561874
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,1,9,0.36086,50.18912997324448,66.62115111707637
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,1,12,0.41652,48.92322872716806,66.00470476540238
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,2,6,0.3671,53.18605782595387,69.16980930107404
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,2,9,0.39942,48.19585994824328,65.23497184506292
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,2,12,0.38826,51.516917462224285,67.62033637580646
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,3,6,0.45658,53.23467147694993,69.33940531241888
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,3,9,0.48418,53.96280117867965,70.36170713544267
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,6,3,12,0.51456,54.74895584581612,69.70182332426236
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,1,6,0.41584,50.9310626691296,65.41248009154071
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,1,9,0.43318,49.31480714219735,63.93895796159897
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,1,12,0.44068,53.638544573522594,70.14894444642704
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,2,6,0.43148,53.530169288743224,68.73149691309914
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,2,9,0.4428,50.38659047603184,65.56164868293715
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,2,12,0.5076,50.16345101583894,65.92228351937781
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,3,6,0.50566,54.063595467732604,70.63225231086548
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,3,9,0.54842,57.02012519301566,71.13838463175108
ppo_intruder_24_50_PBRS_Training_2_4500000_steps.zip,40,9,3,12,0.54412,54.73288035263343,69.90103101253509
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,1,6,0.06734,37.8126496685509,61.98512233398005
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,1,9,0.04398,38.741280111864505,59.59208029789254
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,1,12,0.04952,34.36977918562231,61.88576901615494
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,2,6,0.1034,35.69408125674284,62.154649553686205
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,2,9,0.09478,35.53525510194679,60.200240638824305
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,2,12,0.09608,35.528330799206934,59.63076105145301
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,3,6,0.11112,34.52538585288003,60.500240287785964
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,3,9,0.11952,31.13605053819179,60.14547110124649
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,3,3,12,0.14338,33.45526000877886,60.85343475542832
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,1,6,0.05734,40.731471138253795,65.3907608838212
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,1,9,0.08184,34.96465981626858,61.358497020283394
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,1,12,0.04632,38.92065991650127,64.74890292354698
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,2,6,0.10326,37.59621630389145,63.39213739145208
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,2,9,0.08418,38.2642262984854,63.63588312624304
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,2,12,0.0926,36.88236068125732,63.63025370245656
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,3,6,0.12984,39.31732387598427,63.56262045004277
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,3,9,0.14296,35.97934156030796,64.10807934533274
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,6,3,12,0.15354,36.47092668993841,63.9935769608794
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,1,6,0.0692,38.78285246496753,61.91369291122903
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,1,9,0.06696,40.77114305334255,64.22143894121025
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,1,12,0.07142,37.919783879487376,62.49092473778893
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,2,6,0.11706,38.12313644194384,61.40971216929299
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,2,9,0.11496,36.27047331263812,61.39261188763528
